bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
17787,Optional scalable knowledge user,Kimberly Ramsey MD,97,0-696-26006-9,978-1-373-06798-2,ko,139,23655,978,2021-03-21,Hull-Cook
17788,Team-oriented 24hour emulation,Kristen Jones,83,1-942037-59-7,978-1-313-56359-8,ber,291,47423,90,2021-03-21,Vega-Harper
17789,Assimilated analyzing Internet solution,Carrie Reyes,82,1-170-89942-0,978-1-5039-6220-0,fr,82,44067,88,2020-01-05,Melendez-Wilkerson
17790,Phased directional archive,Michael Walker,28,1-165-97629-3,978-0-8039-0293-0,li,919,2225,319,2023-01-08,Woodard Group
17791,Implemented cohesive access,Mr. Michael Mckee,45,0-297-67213-4,978-0-02-671661-1,st,391,99182,130,2022-04-21,Smith-King
17792,Exclusive didactic adapter,William Riddle,72,0-14-377914-1,978-1-5433-0817-4,te,736,81842,721,2020-06-17,Collins-Miller
17793,Synchronized 24hour middleware,Ruth Calderon,67,0-18-699577-6,978-1-55145-749-9,ro,339,2514,484,2021-11-15,Johnson Group
17794,Phased next generation migration,Scott Jones,71,0-9801985-4-2,978-0-551-55894-6,fil,646,66553,163,2020-10-23,Duarte-Yates
17795,Open-source systematic product,Brittany Wagner,88,1-264-58227-7,978-0-241-40348-8,unm,164,34111,57,2022-03-31,"Ray, Tran and Anderson"
17796,Organized static software,Rachel Mcdaniel,49,1-4772-4233-3,978-0-214-73281-2,es,318,66115,428,2020-12-19,"Williams, Howell and Smith"
17797,Ameliorated impactful functionalities,Tara Adkins,87,1-242-21625-1,978-0-12-386119-1,nl,657,71389,65,2020-04-11,Alvarez-Thomas
17798,Horizontal empowering capacity,Jill Schwartz,99,1-56710-434-7,978-0-933452-12-1,ber,374,62260,661,2021-12-08,"Huffman, Reeves and Whitehead"
17799,Reactive background hardware,Dawn Hart,82,1-70302-695-0,978-1-885790-55-2,ta,397,44308,89,2023-01-29,"Berg, White and Cook"
17800,Reverse-engineered 3rdgeneration open system,Charles Wong,4,1-58096-203-3,978-0-7431-7122-9,tr,125,98703,166,2020-11-01,Taylor-Lawrence
17801,Horizontal non-volatile complexity,Yvonne Montgomery,66,1-76572-629-8,978-1-964553-54-2,kk,193,96120,472,2020-04-23,"Charles, Smith and Joseph"
17802,Ameliorated zero-defect application,Jennifer Gomez,80,1-285-51863-2,978-0-549-94554-3,ku,258,20100,936,2021-10-17,Robertson Group
17803,Stand-alone systemic workforce,Jennifer Miller,55,1-5314-3215-8,978-0-443-73949-1,the,743,18501,291,2020-06-23,Taylor LLC
17804,Stand-alone mission-critical encryption,John Cantrell,61,0-89671-931-6,978-1-278-51982-1,tl,89,59724,583,2020-04-04,Palmer Inc
17805,Exclusive stable help-desk,Whitney White,16,0-694-63601-0,978-1-08-760012-3,ce,285,48744,280,2022-06-19,"Weiss, Gonzales and Velazquez"
17806,Distributed analyzing leverage,Kelly Howard,26,1-76903-474-9,978-1-5147-7053-5,nan,544,47374,453,2022-08-25,White and Sons
17807,Business-focused regional workforce,Yolanda Jimenez,5,1-64035-516-2,978-1-4929-1277-4,ia,948,41502,356,2020-06-06,"Austin, Scott and Larsen"
17808,Intuitive fault-tolerant contingency,Erin Perkins,97,0-246-32034-6,978-0-85369-205-8,sd,340,67796,110,2022-05-28,"Garcia, Woods and Wilson"
17809,Universal high-level capability,Amy Beck,42,1-01-149101-X,978-0-8423-1042-0,he,699,67601,983,2022-09-06,"Weeks, Sims and Gomez"
17810,Optimized zero tolerance open system,Justin Ortiz,62,0-492-22320-3,978-1-00-576374-9,tn,527,1424,621,2020-04-02,"Simpson, Riley and Bridges"
17811,Versatile didactic standardization,Raymond Rodriguez DVM,95,0-88784-481-2,978-0-9699562-3-5,yi,919,82281,879,2020-03-12,Freeman-Logan
17812,Customer-focused tangible pricing structure,Christopher Richardson,2,1-5025-9504-4,978-0-12-002543-5,mni,538,1812,266,2020-07-27,Ward-Keith
17813,Multi-tiered intermediate info-mediaries,Gregory Roberson,7,0-671-32048-3,978-1-166-98855-5,fil,41,1564,400,2022-04-25,Young-Cunningham
17814,Face-to-face discrete contingency,Dr. Michael King,9,1-5359-9788-5,978-0-11-914165-8,zh,380,70968,551,2020-01-15,Cox-Stokes
17815,Proactive value-added Internet solution,Carl Vargas,12,1-120-67749-1,978-1-4498-4162-1,ka,718,27221,56,2020-10-23,"Gates, Vasquez and Thompson"
17816,Virtual local core,Vincent Chambers,56,1-991315-19-8,978-0-06-103698-9,be,65,17148,763,2021-01-23,"Collins, Little and Mitchell"
17817,Fundamental national portal,Michael Rodriguez,34,0-11-889799-3,978-1-58449-236-8,et,836,77535,630,2021-11-25,Thompson LLC
17818,Cross-platform intermediate project,Jane Shah,77,0-86035-780-5,978-0-07-353286-8,ayc,141,16595,697,2020-10-13,Martin-Klein
17819,Networked real-time installation,Jacqueline Riley,94,1-928739-10-5,978-0-9778592-4-5,lv,348,63303,382,2022-09-30,"Rodriguez, Brown and Robertson"
17820,Reduced grid-enabled neural-net,Christopher Russell,68,0-7104-5144-X,978-1-5051-8497-6,kl,734,16292,252,2022-05-08,Gonzales Inc
17821,Reverse-engineered multimedia application,Vanessa Moore,98,0-535-32710-2,978-0-435-05479-3,os,996,48596,161,2022-06-10,"Golden, Salazar and Mcconnell"
17822,Assimilated transitional architecture,Donald Warner,21,1-237-73206-9,978-0-691-41924-4,cy,885,97378,557,2022-04-07,"Larson, Wilson and Snow"
17823,User-centric user-facing benchmark,Alex Jones,11,0-272-97093-X,978-1-00-268281-4,sw,247,94236,632,2020-09-16,Griffith Inc
17824,Organized even-keeled access,Joshua Lambert,19,0-9900828-3-0,978-1-63868-335-3,wae,158,26317,843,2021-01-27,Barber-Costa
17825,Down-sized optimizing algorithm,Thomas Costa,78,0-02-756326-X,978-1-74585-409-7,id,442,14239,214,2021-06-26,Hughes LLC
17826,Business-focused systematic toolset,Johnny Jenkins,21,0-07-547648-7,978-0-524-99859-5,tg,929,67060,275,2020-03-18,Jones-Jones
17827,User-friendly methodical workforce,Todd Peters,95,0-7266-0717-7,978-0-312-29799-2,shs,767,80287,288,2021-10-28,Simpson and Sons
17828,Persistent hybrid Local Area Network,Andrea Greer,18,1-81171-724-1,978-0-7556-6401-6,ak,422,28281,35,2020-05-12,"Brown, Rangel and Wilson"
17829,Enterprise-wide impactful knowledge user,Kyle Alvarez,14,0-7090-9994-0,978-0-01-676053-2,el,738,75357,410,2020-10-29,Carter-Taylor
17830,User-centric composite model,Melanie Cross,69,1-134-69392-3,978-1-122-35580-3,nhn,980,71981,263,2020-02-19,"Taylor, Gardner and Fischer"
17831,Visionary multimedia conglomeration,Mr. Brandon Erickson,67,0-85875-129-1,978-0-8466-1342-8,fa,997,83199,900,2020-12-23,Chaney-Thomas
17832,Persevering upward-trending core,Mark Ford,72,0-252-58778-2,978-0-433-58605-0,ml,959,94769,892,2021-08-29,Phillips-Bailey
17833,Enhanced analyzing adapter,Michael Smith,91,1-75665-062-4,978-1-86678-022-0,sd,409,44975,159,2020-02-27,Myers LLC
17834,Synergistic bottom-line software,Jeffrey Parks,22,0-201-38471-X,978-0-391-75560-4,csb,981,84984,193,2021-01-08,Monroe-Black
17835,Focused directional pricing structure,Summer Jordan,55,1-905012-62-4,978-0-9740587-2-6,fa,129,38306,780,2021-12-28,"Nielsen, Christensen and Jones"
17836,Ergonomic hybrid matrix,Michael Reese,70,1-957928-97-2,978-1-950842-02-5,tl,141,62633,272,2020-07-23,"Walker, Montgomery and Thompson"
17837,Organic bandwidth-monitored challenge,Ryan Mosley,55,1-9761-9342-7,978-1-915800-54-1,gd,61,73894,529,2021-05-27,"Nixon, Fernandez and Fischer"
17838,Pre-emptive regional emulation,James Cummings,26,0-213-85380-9,978-0-331-60977-6,crh,493,53891,513,2021-01-11,"Thomas, Luna and Reese"
17839,Cross-platform client-driven Internet solution,John Bartlett,73,0-05-201939-X,978-1-7378243-4-3,lb,871,55907,916,2021-03-03,"Newman, Clements and Johnson"
17840,Pre-emptive foreground capacity,Brandy Vega,73,1-78919-174-2,978-0-7942-4418-7,ps,698,8085,585,2021-06-25,Callahan LLC
17841,Phased systematic benchmark,Rebecca Vargas,89,1-70736-474-5,978-0-85348-337-3,hne,315,6967,67,2021-11-25,"Marks, Choi and Hall"
17842,Cross-platform upward-trending system engine,Anthony Mercer,16,1-9772-5764-X,978-1-02-876648-2,ber,633,82217,63,2021-06-11,Thompson Group
17843,Networked asynchronous framework,Natalie Garcia,86,0-308-59117-8,978-1-389-21377-9,iu,712,90910,46,2020-01-10,"Deleon, Sullivan and Walton"
17844,Organic 5thgeneration approach,Danielle Reyes,43,1-4196-8925-8,978-1-04-186640-4,doi,444,76495,194,2021-06-02,Flowers-Reeves
17845,Optimized fresh-thinking help-desk,Shannon Lawrence,62,1-5141-4113-2,978-1-905306-79-4,ff,801,62698,388,2020-02-24,Sparks LLC
17846,Digitized optimizing collaboration,Frank Skinner,1,1-65733-871-1,978-0-667-94996-6,pa,243,96335,124,2020-12-11,White-Jacobs
17847,Synergized intermediate Local Area Network,Hannah Morgan,84,1-187-29027-0,978-1-82555-824-2,ig,563,61489,41,2022-09-16,"Brewer, Hall and Wilson"
17848,Optimized bifurcated implementation,Calvin Mitchell,62,1-78358-134-4,978-0-358-94270-2,ber,697,4044,400,2021-01-26,Williams-Douglas
17849,Configurable content-based hardware,Darrell Lee,16,0-546-82673-3,978-0-03-174726-6,bo,942,20991,158,2021-04-02,Mitchell-Ray
17850,Intuitive multimedia ability,Kevin Gonzales,11,0-7518-7143-5,978-1-130-53039-1,rw,545,46591,942,2020-07-24,Christian and Sons
17851,Customer-focused directional array,Mark Clark,23,1-77094-014-6,978-0-311-69638-3,dz,486,11063,498,2021-11-08,Little LLC
17852,Right-sized high-level open architecture,Amy Stein,52,1-157-04865-X,978-0-651-52720-0,it,689,71097,686,2021-01-17,Smith-Benitez
17853,Re-contextualized demand-driven initiative,Rick Cortez,67,1-945614-88-9,978-1-77431-700-6,ja,992,79820,37,2020-07-08,Kennedy Group
17854,Front-line hybrid initiative,Steve Williams,41,1-399-25760-9,978-0-663-56361-6,hr,425,15578,984,2020-06-06,Berg LLC
17855,Right-sized impactful methodology,Ryan Pearson,72,1-928467-36-9,978-0-454-75536-7,nan,304,97572,25,2021-06-23,"Green, Hicks and Herrera"
17856,Ameliorated clear-thinking moratorium,David Alexander,85,1-09-507528-4,978-0-263-56922-3,kl,779,19249,940,2022-05-24,"Keith, Watkins and Nichols"
17857,Operative grid-enabled superstructure,Elizabeth Wiggins,78,1-187-17020-8,978-1-210-03334-7,gd,406,7824,978,2021-07-22,Garrison-Brown
17858,Cross-platform systematic hierarchy,Manuel Jones,62,1-892814-72-2,978-1-878839-40-4,ug,871,5284,92,2021-06-30,Middleton-Hammond
17859,Enhanced mobile structure,Mitchell Blair,30,1-4426-5112-1,978-1-947208-97-1,dz,366,95385,691,2020-06-04,Jones-Sherman
17860,Optional 4thgeneration standardization,Michael Brown,55,0-09-296902-X,978-0-8093-5669-0,tk,139,60847,253,2020-03-18,White PLC
17861,Open-architected user-facing frame,Sue Wang,62,0-87290-390-7,978-1-9877-4925-0,bho,198,9890,303,2020-02-21,Carey PLC
17862,Compatible exuding software,John Cameron,28,0-86004-604-4,978-1-72635-758-6,ig,709,39354,420,2020-11-13,Abbott LLC
17863,Balanced content-based toolset,Kristina Wilson,0,1-85629-784-5,978-0-08-166612-8,ku,180,78194,354,2022-08-22,Santiago LLC
17864,Multi-tiered dedicated paradigm,Jason Mooney,66,0-293-31686-4,978-0-576-20059-2,be,455,47494,333,2021-01-05,Tanner-Waters
17865,Mandatory heuristic strategy,David Hernandez,82,1-5096-9918-X,978-1-243-23626-5,fy,687,71062,226,2023-01-06,Salazar-Williams
17866,Total optimal moratorium,Jeffrey Rowland,14,0-243-01751-0,978-0-531-28914-3,te,78,90862,959,2020-12-18,Christian-Lopez
17867,Optional systemic challenge,Christine Ramos,66,1-79087-277-4,978-1-02-003536-4,ps,297,37824,295,2021-12-28,"Simpson, Ramos and Alexander"
17868,Open-architected actuating task-force,Tracy Harris,94,0-18-149304-7,978-1-72908-038-2,as,918,57389,424,2020-11-09,"Waters, Lam and Phillips"
17869,Profit-focused human-resource toolset,Carla Johnson,96,0-428-68903-5,978-0-12-022488-3,ts,564,88477,986,2022-09-30,Wilkins-Payne
17870,Team-oriented bi-directional process improvement,Timothy Guerra,93,1-55593-586-9,978-1-183-35640-5,tg,587,36257,844,2022-12-03,Young PLC
17871,Phased responsive benchmark,Anthony Harrison,17,0-354-25742-0,978-0-406-60141-4,si,722,41654,401,2022-04-20,Nguyen-Martin
17872,Progressive foreground concept,David Simpson,60,0-676-00540-3,978-1-892427-66-3,ha,469,5455,799,2020-08-08,Wallace PLC
17873,Integrated upward-trending frame,Andrew Robinson,92,1-06-514774-0,978-0-09-341983-5,csb,892,53434,209,2020-05-26,"Williams, Cervantes and Holder"
17874,Enhanced stable success,Kyle Smith,70,0-287-16059-9,978-0-659-33678-1,km,117,47695,740,2020-12-03,"Newton, Mann and Phillips"
17875,Future-proofed composite standardization,Curtis Allison,98,1-03-830379-6,978-0-09-657839-3,kl,193,5552,90,2022-06-09,Delacruz-Diaz
17876,Face-to-face actuating data-warehouse,Andrea Sims,67,1-928229-21-2,978-0-440-12027-8,kk,656,24273,823,2021-01-11,"Weaver, Cain and Yang"
17877,Future-proofed bi-directional benchmark,Kelly Pugh,78,1-5385-2740-5,978-1-84349-164-4,cy,220,90438,289,2022-10-10,Jones-Contreras
17878,Quality-focused 6thgeneration capability,Michael Rodgers,93,1-06-965513-9,978-0-464-55981-8,ps,109,72528,613,2020-04-30,Sanchez Ltd
17879,Public-key analyzing concept,Shawn Huffman,40,0-490-67333-3,978-0-690-03076-1,ky,459,31073,331,2021-08-28,"Cruz, Burton and Rollins"
17880,Down-sized homogeneous capability,Marie Wilson,80,0-470-17507-9,978-1-4211-1166-7,mt,988,6521,741,2022-08-27,"Quinn, Shaw and Moran"
17881,Right-sized actuating support,Jessica Johnson,93,1-901572-90-0,978-1-4485-0270-7,lij,137,15631,317,2022-05-15,"Sanchez, Neal and Holland"
17882,Distributed demand-driven software,Melissa Walters,39,0-01-025041-7,978-0-13-626273-2,nl,428,31188,526,2022-05-13,Brown LLC
17883,Switchable real-time algorithm,Christine Cantrell,37,1-80040-653-3,978-0-548-29080-4,wa,257,96965,439,2022-05-06,"Chan, Gonzales and Mcdaniel"
17884,Compatible grid-enabled info-mediaries,Christine May,70,0-11-540413-9,978-0-553-97736-3,de,674,60024,958,2020-03-02,Velez-Knight
17885,Switchable solution-oriented function,Margaret Martin,0,0-675-36861-8,978-1-385-60875-3,bg,277,23519,783,2021-10-26,Schmidt-Ramos
17886,Balanced fresh-thinking hub,Kimberly Tanner,95,0-7391-3356-X,978-1-4091-2788-8,byn,667,82273,923,2022-12-30,Lloyd-Rogers
17887,Virtual optimizing Graphical User Interface,Shannon Romero,78,0-361-48530-1,978-1-7325546-9-6,sd,181,10096,322,2021-10-31,"Pope, Higgins and Serrano"
17888,Versatile multimedia algorithm,Veronica Williamson,16,1-56864-207-5,978-0-364-46926-2,ru,648,34199,586,2020-01-11,"Moore, Williams and Jackson"
17889,Customizable solution-oriented infrastructure,Mr. William Ryan,81,1-4025-9331-7,978-1-101-42308-0,oc,548,2541,710,2020-03-26,Garcia LLC
17890,Pre-emptive fresh-thinking instruction set,Grace Elliott,48,0-916500-92-6,978-0-496-50361-2,unm,639,16060,544,2020-02-07,Allison-Willis
17891,Future-proofed 24hour synergy,Stephanie Shelton,75,1-109-71268-5,978-1-07-129930-2,ga,612,87783,347,2022-09-23,Harris and Sons
17892,Persistent non-volatile projection,Aaron Brown,22,0-375-07988-2,978-0-7955-0975-9,tk,483,4671,993,2020-02-22,Turner LLC
17893,Managed zero-defect process improvement,Peter Johnson,71,0-7418-3807-9,978-0-260-50862-1,eo,713,86375,812,2021-01-18,"Moreno, Martin and Bailey"
17894,Multi-channeled multi-state standardization,Albert Hughes,93,1-353-59143-3,978-1-272-32897-9,ber,25,50343,505,2022-04-22,"Fuller, Martinez and Werner"
17895,Synergized optimal open system,Michele Gibson,89,1-276-05582-X,978-1-57417-765-7,szl,600,8891,268,2022-01-10,"Gibson, Kelly and Lee"
17896,Organized intangible website,Stacey Williams,63,0-08-179643-9,978-0-230-09887-9,an,98,33936,234,2020-12-30,"Wagner, Delgado and Mcintosh"
17897,Re-contextualized secondary knowledgebase,Michelle Hickman,87,1-889345-66-0,978-1-881004-35-6,hy,625,80702,821,2022-04-17,Taylor and Sons
17898,Implemented zero-defect infrastructure,Adam Leblanc,41,0-7553-0154-4,978-1-161-01524-9,cmn,779,66106,349,2021-08-17,Reese PLC
17899,Multi-tiered demand-driven matrix,Savannah Walker,81,0-543-34718-4,978-0-916662-10-3,gu,367,93288,763,2022-09-29,Lewis-Wagner
17900,Synergistic web-enabled project,Daniel Mckee II,98,0-699-01601-0,978-0-427-09996-2,ht,638,14519,438,2022-11-07,Lopez LLC
17901,Assimilated demand-driven standardization,Anthony Patterson,42,0-934479-91-7,978-1-5317-7082-2,oc,398,18280,198,2020-02-04,Booker and Sons
17902,Operative exuding challenge,Heather Cooper,98,1-82405-684-2,978-1-62614-972-4,szl,343,9663,679,2021-05-11,Short and Sons
17903,Innovative maximized access,Paul Lewis,48,0-8091-9200-4,978-0-10-798669-8,nds,309,73772,441,2023-01-30,Powell-Johnson
17904,Multi-tiered explicit success,Christina Roberts,14,0-472-29346-X,978-0-8142-5000-6,hak,567,23008,208,2020-06-18,Clark-Ellis
17905,Compatible multimedia moderator,James Rodriguez,65,0-367-03114-0,978-1-124-93988-9,nds,87,83452,291,2020-07-07,Cross PLC
17906,Persevering 6thgeneration superstructure,Nancy Brown,89,1-168-07168-2,978-1-212-79760-5,af,709,90790,341,2021-01-20,Baker-Wilson
17907,Cross-platform even-keeled benchmark,Jeremy Vargas,16,0-8037-0544-1,978-1-211-13580-4,bo,782,7103,886,2020-09-26,Rice Inc
17908,Innovative optimal matrix,Zachary Fields,56,1-193-92701-3,978-0-7816-1534-1,gu,219,49433,322,2021-11-06,Martinez Group
17909,Enterprise-wide didactic complexity,Adrienne Smith,49,1-918729-85-9,978-0-357-34376-0,wae,174,55800,326,2020-02-24,Wright-Mcdonald
17910,Streamlined mobile hardware,Nicholas Stephens,33,1-391-73055-0,978-1-937640-99-6,gu,785,14925,15,2021-04-17,Cooper-Burnett
17911,Extended tertiary algorithm,Brent Alvarez,23,1-4524-2699-6,978-1-299-63502-9,eo,921,35232,967,2021-11-10,Dickerson-Haley
17912,Multi-tiered optimizing pricing structure,Emily Johnson,40,1-69870-792-4,978-0-86130-272-7,el,448,75221,459,2020-07-29,Carter-Rivera
17913,Reactive 4thgeneration array,Joshua Ferguson,85,1-354-34348-4,978-0-10-629560-9,hak,59,35433,856,2020-12-17,"Ward, Erickson and Martinez"
17914,User-centric bifurcated approach,Monica Johnson,4,0-381-33755-3,978-1-08-180036-9,ln,554,16840,526,2021-03-26,"Spence, Cannon and Moyer"
17915,Face-to-face encompassing collaboration,Michelle Mejia,84,0-297-76739-9,978-1-75390-985-7,nso,670,65769,843,2021-10-06,"Wheeler, Burke and Jackson"
17916,Inverse system-worthy benchmark,Edward Elliott,4,1-72899-661-9,978-0-922718-84-9,mr,844,67727,467,2020-04-30,Collier Inc
17917,Secured background focus group,Mary Cunningham,1,0-86385-276-9,978-0-8087-2774-3,lo,711,4954,967,2020-07-18,White LLC
17918,Cross-group secondary functionalities,Sydney Ramos,99,0-7339-9540-3,978-1-113-60040-0,brx,794,82568,637,2022-08-31,Kent-Burke
17919,Compatible national extranet,Robert Holland,62,0-9521228-0-4,978-0-04-072323-7,shs,316,75732,329,2020-08-21,Parker-Kim
17920,Down-sized intermediate info-mediaries,Jessica Braun,57,0-87167-392-4,978-0-243-05250-9,gd,134,69663,743,2022-09-03,"Gordon, Pope and Greene"
17921,Synergistic even-keeled strategy,Brandy Nelson,65,1-86455-637-4,978-0-447-75950-1,ta,197,20945,303,2022-09-27,Long PLC
17922,Customizable dedicated Graphical User Interface,Justin Ross,48,0-7000-7882-7,978-1-187-11754-5,xh,477,455,94,2020-05-17,Mcdonald-Fields
17923,Up-sized tertiary capacity,Kaitlyn Hamilton,45,0-18-633397-8,978-0-546-54852-5,fo,200,12324,991,2022-06-12,"Navarro, Morgan and Parker"
17924,Total executive secured line,Jordan Lawson,97,1-66760-646-8,978-1-9875-6949-0,kw,738,12193,383,2022-05-12,Diaz Group
17925,Profound optimal parallelism,Eric Smith,79,1-167-92668-4,978-1-362-99838-9,bg,656,93437,59,2020-01-05,"White, Walker and Jimenez"
17926,Cross-group systemic system engine,Timothy Bryant,35,1-4839-3004-1,978-1-4503-8705-7,nr,162,39726,576,2020-02-09,Johnson-Braun
17927,Distributed 6thgeneration implementation,Tara Kelly,80,0-263-55490-2,978-0-252-91138-5,bho,763,3823,741,2020-09-03,Kennedy-Gonzales
17928,Quality-focused optimal middleware,Dale Estrada,13,1-77368-229-6,978-1-5142-3200-2,uk,574,19437,344,2021-05-19,Garcia and Sons
17929,Re-contextualized bottom-line concept,Michele Daniels,12,1-390-69172-1,978-0-7582-1425-6,vi,929,6500,810,2021-02-09,"Long, Brown and Lopez"
17930,Customizable impactful info-mediaries,Renee Stokes,95,1-892675-73-0,978-0-210-01750-0,be,640,17227,930,2022-11-08,Peterson Inc
17931,Inverse dynamic analyzer,Katherine Townsend,90,1-5414-2603-7,978-1-69246-865-1,lzh,842,8055,945,2022-04-02,Johnson PLC
17932,Enterprise-wide even-keeled frame,Albert Franklin,22,1-03-566864-5,978-0-616-08271-3,ps,181,41287,558,2021-02-21,Barnett Inc
17933,Upgradable intangible portal,Jacqueline Landry,88,1-63576-204-9,978-1-64319-583-4,shs,276,43013,694,2020-07-19,Dennis Inc
17934,Inverse mobile analyzer,Diana Rodriguez,65,0-291-97916-5,978-1-883710-70-5,ps,450,30423,715,2021-04-14,"Rodriguez, Carter and Parker"
17935,Secured neutral website,Aaron Foster,46,0-05-032519-1,978-1-78382-911-8,th,516,38837,968,2020-10-22,Hill-Kelley
17936,Centralized 6thgeneration database,Michael Delgado,95,1-228-68980-6,978-0-515-86298-0,ne,456,69868,185,2021-12-25,Green-Sharp
17937,Automated clear-thinking superstructure,Denise Hurst,67,1-65805-278-1,978-1-09-157802-9,el,418,98537,614,2020-06-29,Patterson and Sons
17938,Digitized solution-oriented knowledge user,Scott Barber,79,0-7080-6916-9,978-0-02-131901-5,hne,886,64823,884,2020-11-19,Burke PLC
17939,Synergistic 24/7 encryption,Roy Moore,80,1-919380-41-8,978-1-4307-3481-9,iu,359,42319,730,2020-09-23,"Johnson, Yu and Chen"
17940,Organic bottom-line approach,Patricia Frederick,5,1-157-75071-0,978-0-459-45866-9,nb,906,24831,846,2022-04-08,Flowers LLC
17941,Multi-tiered actuating software,Madison Brown,88,0-384-76598-X,978-1-5480-8836-1,hsb,561,14867,268,2023-01-08,Meyer Inc
17942,Function-based maximized info-mediaries,Toni Brown,59,1-183-10821-4,978-1-62733-977-3,apn,446,7193,355,2021-07-07,Smith Group
17943,Enterprise-wide value-added budgetary management,Crystal Barry,96,1-321-39991-X,978-1-162-48392-4,ku,932,83113,110,2021-03-27,"Solis, Mcconnell and Espinoza"
17944,Cross-group multi-tasking task-force,Jordan Kim,60,1-02-221668-6,978-1-59119-213-8,hr,410,67932,713,2022-07-31,Curtis PLC
17945,Multi-channeled upward-trending analyzer,Harry Doyle,94,1-4261-5150-0,978-0-381-33942-5,tt,55,46893,438,2022-04-26,Diaz-Dunn
17946,Assimilated background neural-net,Jennifer Wagner,47,0-464-00212-5,978-1-05-586737-4,kw,402,87760,252,2021-01-07,Miller-Johnson
17947,Reduced tangible task-force,Shelley Petersen,24,1-62975-788-8,978-0-924815-16-4,mn,503,43683,651,2020-10-01,"Bell, Weber and Evans"
17948,Horizontal eco-centric productivity,Thomas Patel,74,1-5300-3064-1,978-0-309-68304-3,pap,15,51389,759,2020-07-04,Roberts Ltd
17949,Sharable clear-thinking model,Ryan Garza MD,39,0-427-67118-3,978-0-367-50913-2,dz,892,52291,801,2022-02-17,Dyer and Sons
17950,Fully-configurable systematic encoding,Michael Sosa,72,0-7072-1097-6,978-0-15-577664-7,af,396,56064,594,2022-06-15,Adams-Rivas
17951,Diverse hybrid capability,Joy Lee,41,0-419-74895-4,978-0-595-71695-1,ha,621,59368,568,2022-12-08,Duncan-Greene
17952,Integrated 4thgeneration secured line,Matthew Mckinney,14,0-7461-6635-4,978-0-85591-308-3,wae,728,32057,319,2020-03-10,Adams-Vazquez
17953,User-friendly composite framework,Kimberly Bradley,22,1-379-42285-X,978-1-228-94110-8,kok,35,4804,462,2020-09-19,Johnson-Davis
17954,Phased global Graphic Interface,Alexis Tran,5,0-01-998825-7,978-0-465-57106-2,lb,969,19447,967,2022-07-16,Padilla Group
17955,Horizontal analyzing projection,Yvonne Smith,61,1-7353649-5-9,978-0-9927759-1-9,fi,269,3660,565,2021-11-25,Williams-Collier
17956,Cross-group full-range migration,Jesse Fowler,43,0-486-04769-5,978-0-600-39274-3,lo,434,29353,629,2020-09-03,Logan-Davidson
17957,Polarized intangible portal,Derrick Farrell,85,0-86270-295-X,978-0-06-961916-0,eo,858,45879,2,2020-05-13,"Reyes, Berry and Thomas"
17958,Self-enabling systemic data-warehouse,Tracey Nelson,32,1-85108-026-0,978-0-274-47481-3,ta,893,69759,783,2022-12-13,Taylor-Davis
17959,Synergized composite service-desk,Ian Thomas,32,1-58235-736-6,978-1-55758-820-3,the,914,91717,603,2020-08-10,"Harrison, Fitzgerald and Newton"
17960,Public-key intangible functionalities,Patricia Butler,39,1-80889-769-2,978-0-942723-21-2,sr,110,33262,17,2022-09-16,"Hanson, Martin and Mendez"
17961,Self-enabling content-based utilization,Rebecca Acosta,49,1-309-16123-2,978-1-322-48728-1,tn,362,17532,210,2020-01-05,Harrison-Cox
17962,Open-architected executive ability,Bryan Ingram,73,0-7318-0771-5,978-0-04-284609-5,om,235,76182,358,2021-11-12,"Lawrence, Cain and Singh"
17963,Synergized hybrid adapter,David Hale,14,1-4130-7212-7,978-1-870568-25-8,ia,40,15576,123,2022-08-26,"Mueller, Hall and Martinez"
17964,Upgradable zero administration migration,Julie Ferrell,59,1-245-03929-6,978-0-530-84808-2,pap,994,41570,748,2021-07-12,Davis PLC
17965,Cross-group user-facing installation,William Wright,71,1-64802-971-X,978-1-65215-617-8,ks,936,55561,121,2022-08-02,"Carter, Jones and Cain"
17966,Expanded full-range orchestration,Rodney Jones,67,0-287-09282-8,978-1-249-83691-9,hy,489,74453,346,2021-08-07,Powell and Sons
17967,Streamlined user-facing paradigm,Courtney Byrd,41,0-7067-0168-2,978-1-85452-215-3,de,727,68241,77,2020-06-30,"Ross, Everett and Moreno"
17968,Upgradable demand-driven challenge,Katie Jones,31,1-181-80619-4,978-0-314-08460-6,dv,300,43865,186,2022-07-10,Gentry-Rojas
17969,Extended systemic strategy,Marvin Pierce,18,1-06-742150-5,978-0-01-283060-4,am,325,87984,791,2022-05-05,Powers and Sons
17970,Diverse composite orchestration,Theresa Chang,58,0-9731839-9-3,978-1-904801-38-2,ti,814,16078,144,2021-05-03,Humphrey PLC
17971,Virtual intangible archive,Rebecca Campbell,19,1-86037-699-1,978-0-522-06751-4,hi,872,93986,948,2021-06-15,"Walker, Knox and Parker"
17972,Cloned incremental utilization,Joshua Rhodes,9,1-75589-646-8,978-0-926073-88-3,ps,207,84496,559,2022-06-13,"Boyd, Smith and Lyons"
17973,Mandatory systemic collaboration,Edward Salazar,35,1-394-89254-3,978-1-921220-05-0,lb,588,72762,440,2022-12-04,Herrera-Miles
